gps_seconds[s]	file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]	projectedX[m]	projectedY[m]	projectedZ[m]
1271068365.34800	pano_000002_000045	55.7166594	12.5791184	44.052	0.72854	-0.76227	82.59285	652107.119	1177204.063	8.010
1271068455.50000	pano_000003_000000	55.7166220	12.5789109	44.143	-1.13444	0.03342	-96.93520	652094.133	1177199.749	8.101
1271068456.14900	pano_000003_000001	55.7166281	12.5790109	44.080	-1.11483	0.27013	-96.70874	652100.408	1177200.503	8.038
1271068457.13900	pano_000003_000002	55.7166366	12.5791701	43.952	-1.03414	0.54507	-94.91382	652110.404	1177201.570	7.911
1271068458.09900	pano_000003_000003	55.7166415	12.5793297	43.793	-1.07696	0.41726	-92.50934	652120.425	1177202.231	7.751
1271068459.04500	pano_000003_000004	55.7166428	12.5794897	43.659	-1.16413	0.54015	-90.46843	652130.479	1177202.494	7.618
1271068459.98000	pano_000003_000005	55.7166417	12.5796501	43.528	-1.28999	0.73982	-89.66782	652140.559	1177202.496	7.487
1271068460.90000	pano_000003_000006	55.7166395	12.5798095	43.394	-1.48103	0.61104	-89.38548	652150.578	1177202.373	7.353
1271068461.81500	pano_000003_000007	55.7166375	12.5799687	43.276	-1.35526	0.61354	-89.25106	652160.588	1177202.262	7.235
1271068462.73500	pano_000003_000008	55.7166346	12.5801288	43.135	-1.03036	0.87268	-88.06369	652170.653	1177202.067	7.095
1271068463.66000	pano_000003_000009	55.7166289	12.5802886	43.004	-1.09629	0.86475	-85.93946	652180.700	1177201.550	6.963
1271068464.58600	pano_000003_000010	55.7166213	12.5804470	42.853	-2.02377	0.54292	-87.79350	652190.667	1177200.818	6.812
1271068465.51100	pano_000003_000011	55.7166195	12.5806060	42.736	-1.26516	0.77184	-91.04238	652200.663	1177200.747	6.696
1271068466.42600	pano_000003_000012	55.7166204	12.5807658	42.615	-1.30406	0.63156	-91.31287	652210.704	1177200.965	6.575
1271068467.33100	pano_000003_000013	55.7166205	12.5809261	42.500	-0.91883	0.69538	-89.92959	652220.775	1177201.099	6.460
1271068468.23100	pano_000003_000014	55.7166184	12.5810857	42.384	-1.06522	0.23158	-89.09267	652230.811	1177200.981	6.344
1271068469.13700	pano_000003_000015	55.7166156	12.5812461	42.242	-1.45856	0.81012	-89.12473	652240.894	1177200.787	6.202
1271068470.04700	pano_000003_000016	55.7166133	12.5814055	42.087	-1.19219	0.86163	-89.30003	652250.916	1177200.651	6.047
1271068470.96700	pano_000003_000017	55.7166110	12.5815650	41.933	-0.64088	0.80516	-88.82684	652260.939	1177200.519	5.894
1271068471.89700	pano_000003_000018	55.7166074	12.5817242	41.793	-0.76664	0.48773	-88.16009	652270.950	1177200.243	5.754
1271068472.83800	pano_000003_000019	55.7166029	12.5818838	41.663	-0.64696	0.63478	-87.60174	652280.987	1177199.859	5.624
1271068473.78800	pano_000003_000020	55.7165981	12.5820432	41.535	-1.12316	0.53252	-88.13359	652291.010	1177199.446	5.496
1271068474.74800	pano_000003_000021	55.7165945	12.5822028	41.395	-0.84222	0.87204	-88.54621	652301.045	1177199.162	5.357
1271068475.72300	pano_000003_000022	55.7165905	12.5823624	41.280	-0.91215	0.52365	-87.37259	652311.080	1177198.836	5.242
1271068476.74300	pano_000003_000023	55.7165843	12.5825218	41.226	0.61562	0.28591	-85.15012	652321.106	1177198.263	5.188
1271068477.88900	pano_000003_000024	55.7165755	12.5826802	41.252	1.21121	-0.00392	-85.95664	652331.072	1177197.409	5.214
1271068479.46400	pano_000003_000025	55.7165743	12.5828368	41.353	1.24386	-0.02155	-95.79991	652340.915	1177197.394	5.315
1271068487.48100	pano_000003_000026	55.7165890	12.5829920	41.462	0.92027	-1.22276	-103.24560	652350.652	1177199.147	5.424
1271068489.31100	pano_000003_000027	55.7166089	12.5831472	41.565	-0.64563	-1.39093	-104.51397	652360.378	1177201.479	5.527
1271068490.85200	pano_000003_000028	55.7166383	12.5832938	41.749	-1.85891	-1.78213	-119.89810	652369.549	1177204.860	5.712
1271068492.22200	pano_000003_000029	55.7166916	12.5834196	41.865	-0.48017	0.53524	-135.58315	652377.388	1177210.888	5.827
1271068493.42700	pano_000003_000030	55.7167604	12.5835172	41.674	-0.82310	0.55474	-150.32376	652383.428	1177218.627	5.636
1271068494.56700	pano_000003_000031	55.7168417	12.5835808	41.500	0.64846	1.55468	-163.22331	652387.317	1177227.721	5.463
1271068495.67300	pano_000003_000032	55.7169284	12.5836155	41.214	-0.78758	1.80124	-174.23012	652389.382	1177237.399	5.176
1271068496.74800	pano_000003_000033	55.7170170	12.5836208	40.928	-0.97622	1.30743	176.54119	652389.593	1177247.267	4.891
1271068497.78800	pano_000003_000034	55.7171061	12.5836076	40.701	-1.39686	0.56055	172.29698	652388.647	1177257.178	4.664
1271068498.79300	pano_000003_000035	55.7171952	12.5835859	40.551	-1.63619	0.21568	170.63780	652387.166	1177267.083	4.513
1271068499.76900	pano_000003_000036	55.7172842	12.5835614	40.575	-0.38850	-0.67997	170.70727	652385.506	1177276.967	4.538
1271068500.71400	pano_000003_000037	55.7173736	12.5835378	40.597	-0.69303	0.35821	170.78847	652383.900	1177286.903	4.559
1271068501.65900	pano_000003_000038	55.7174626	12.5835153	40.563	-1.09409	-0.29002	171.60461	652382.371	1177296.796	4.526
1271068502.62500	pano_000003_000039	55.7175516	12.5834922	40.545	-0.59314	-0.31646	170.48869	652380.797	1177306.691	4.507
1271068503.62000	pano_000003_000040	55.7176407	12.5834677	40.549	-0.77225	-0.14917	170.59263	652379.137	1177316.591	4.512
1271068504.64500	pano_000003_000041	55.7177299	12.5834428	40.566	-0.30134	0.11523	170.32223	652377.453	1177326.498	4.529
1271068505.69000	pano_000003_000042	55.7178188	12.5834181	40.575	-0.40167	-0.25938	170.35473	652375.781	1177336.386	4.538
1271068506.72500	pano_000003_000043	55.7179076	12.5833931	40.574	-0.21177	-0.35189	170.03548	652374.091	1177346.248	4.536
1271068507.75000	pano_000003_000044	55.7179966	12.5833670	40.570	-0.33600	-0.17902	169.94829	652372.333	1177356.133	4.533
1271068716.00000	pano_000004_000000	55.7172149	12.5835308	40.516	-1.20310	-0.66501	-9.67658	652383.672	1177269.235	4.478
1271068716.59800	pano_000004_000001	55.7171699	12.5835437	40.572	-0.67162	-0.88437	-9.73570	652384.546	1177264.232	4.534
1271068717.81900	pano_000004_000002	55.7170809	12.5835683	40.712	-0.20240	-1.57498	-8.13896	652386.207	1177254.348	4.674
1271068719.10900	pano_000004_000003	55.7169900	12.5835770	40.987	-0.68891	-1.74552	2.14284	652386.877	1177244.234	4.950
1271068720.46900	pano_000004_000004	55.7168998	12.5835525	41.253	-0.21197	-1.59118	16.09461	652385.457	1177234.169	5.215
1271068721.96000	pano_000004_000005	55.7168162	12.5834870	41.519	-0.34604	-1.35901	31.41753	652381.458	1177224.810	5.481
1271068724.64000	pano_000004_000006	55.7167452	12.5833870	41.772	-0.68239	-0.95559	43.07989	652375.266	1177216.834	5.734
1271068763.44900	pano_000004_000007	55.7166848	12.5832659	41.809	-0.85356	1.20766	48.15147	652367.733	1177210.013	5.771
1271068765.43000	pano_000004_000008	55.7166142	12.5831861	41.591	-1.56940	0.56380	7.51581	652362.814	1177202.103	5.553
1271068767.25000	pano_000004_000009	55.7165362	12.5832300	41.479	-1.66384	0.24529	-41.87117	652365.677	1177193.444	5.441
1271068768.92000	pano_000004_000010	55.7164731	12.5833430	41.391	-1.34535	0.37461	-45.44164	652372.866	1177186.503	5.353
1271068770.62100	pano_000004_000011	55.7164071	12.5834527	41.281	-1.34378	0.30602	-42.41492	652379.846	1177179.245	5.244
1271068772.14100	pano_000004_000012	55.7163388	12.5835571	41.169	-1.14124	-0.23204	-40.96044	652386.498	1177171.722	5.132
1271068773.38600	pano_000004_000013	55.7162681	12.5836575	41.093	-1.25771	0.12454	-37.46122	652392.904	1177163.924	5.055
1271068774.51700	pano_000004_000014	55.7161936	12.5837496	40.977	-0.77502	0.27355	-32.97697	652398.789	1177155.696	4.939
1271068775.54700	pano_000004_000015	55.7161148	12.5838300	40.890	-1.04196	0.81191	-28.00693	652403.951	1177146.982	4.853
1271068776.49700	pano_000004_000016	55.7160327	12.5838975	40.797	-1.70629	-0.20361	-23.39648	652408.302	1177137.895	4.760
1271068777.38200	pano_000004_000017	55.7159482	12.5839557	40.693	-1.67953	0.47780	-20.95447	652412.075	1177128.538	4.656
1271068778.21200	pano_000004_000018	55.7158636	12.5840100	40.528	-1.61701	-0.17786	-20.30589	652415.601	1177119.155	4.491
1271068778.98800	pano_000004_000019	55.7157787	12.5840631	40.473	-0.99177	-0.53055	-19.70042	652419.047	1177109.745	4.436
1271068779.71800	pano_000004_000020	55.7156937	12.5841154	40.460	-0.59483	-0.69198	-20.40471	652422.449	1177100.325	4.423
1271068780.42300	pano_000004_000021	55.7156094	12.5841712	40.443	-1.06719	-0.51402	-22.72247	652426.068	1177090.983	4.407
1271068781.11300	pano_000004_000022	55.7155263	12.5842331	40.448	-1.17973	-0.35618	-24.65887	652430.073	1177081.772	4.411
1271068781.78800	pano_000004_000023	55.7154443	12.5842983	40.424	-1.66888	-0.30875	-25.60646	652434.282	1177072.695	4.387
1271068925.00000	pano_000005_000000	55.7145097	12.5852072	40.425	-0.83637	-0.20511	152.31554	652492.654	1176969.332	4.389
1271068925.43600	pano_000005_000001	55.7145629	12.5851593	40.421	-0.80237	-0.41934	152.32793	652489.570	1176975.220	4.385
1271068926.09100	pano_000005_000002	55.7146433	12.5850872	40.437	-1.25772	-0.33489	152.32176	652484.933	1176984.119	4.401
1271068926.74600	pano_000005_000003	55.7147241	12.5850149	40.431	-1.50744	-0.19026	152.33924	652480.283	1176993.053	4.395
1271068927.40200	pano_000005_000004	55.7148046	12.5849418	40.433	-0.69101	0.03180	152.24036	652475.576	1177001.961	4.397
1271068928.06200	pano_000005_000005	55.7148851	12.5848695	40.415	-1.09299	0.10388	152.37948	652470.924	1177010.865	4.379
1271068928.73200	pano_000005_000006	55.7149654	12.5847973	40.406	-0.81000	-0.23130	152.51322	652466.281	1177019.757	4.370
1271068929.41700	pano_000005_000007	55.7150462	12.5847249	40.436	-0.60632	-0.07899	152.46536	652461.623	1177028.697	4.400
1271068930.11200	pano_000005_000008	55.7151267	12.5846527	40.446	-0.44099	0.14691	152.41071	652456.980	1177037.600	4.410
1271068930.82200	pano_000005_000009	55.7152073	12.5845804	40.436	-0.57764	-0.09362	152.34693	652452.328	1177046.518	4.400
1271068931.54700	pano_000005_000010	55.7152875	12.5845080	40.459	-0.34009	0.12827	152.29426	652447.667	1177055.400	4.422
1271068932.32800	pano_000005_000011	55.7153679	12.5844360	40.489	-0.24733	0.31753	152.92174	652443.035	1177064.296	4.452
1271068933.19800	pano_000005_000012	55.7154490	12.5843667	40.503	0.06301	0.26240	154.42596	652438.569	1177073.267	4.467
1271068934.21300	pano_000005_000013	55.7155313	12.5843011	40.547	0.34568	0.34830	156.18717	652434.338	1177082.382	4.510
1271068935.46300	pano_000005_000014	55.7156149	12.5842411	40.531	-0.19786	0.37769	158.43043	652430.458	1177091.646	4.494
1271068937.22400	pano_000005_000015	55.7156999	12.5841876	40.521	-0.08421	-0.01611	161.01168	652426.982	1177101.071	4.484
1271068940.33500	pano_000005_000016	55.7157855	12.5841382	40.564	-0.44355	-0.45100	161.67656	652423.760	1177110.557	4.527
1271068958.59400	pano_000005_000017	55.7158715	12.5840934	40.613	-0.94618	-1.26980	162.82532	652420.831	1177120.099	4.576
1271068960.88400	pano_000005_000018	55.7159592	12.5840530	40.688	-1.48754	-0.39485	166.57866	652418.172	1177129.837	4.651
1271068962.87000	pano_000005_000019	55.7160467	12.5840184	40.716	-1.40605	-0.79028	164.83951	652415.881	1177139.543	4.679
1271068964.51000	pano_000005_000020	55.7161324	12.5839728	40.763	-1.31770	-0.58456	160.05391	652412.901	1177149.059	4.726
1271068966.05000	pano_000005_000021	55.7162155	12.5839147	40.838	-1.45180	-0.23657	154.21488	652409.137	1177158.267	4.801
1271068967.49100	pano_000005_000022	55.7162947	12.5838409	40.859	-0.62929	-0.24826	148.84449	652404.393	1177167.028	4.822
1271068968.89600	pano_000005_000023	55.7163689	12.5837547	40.915	-0.82620	-1.18748	142.62951	652398.880	1177175.220	4.878
1271068970.37100	pano_000005_000024	55.7164384	12.5836566	41.107	-0.08839	-2.26517	138.06545	652392.621	1177182.878	5.070
1271068971.75200	pano_000005_000025	55.7165026	12.5835463	41.347	0.95752	-1.80255	132.74901	652385.599	1177189.949	5.310
1271068973.05700	pano_000005_000026	55.7165619	12.5834270	41.557	1.48324	-1.23654	128.37334	652378.027	1177196.457	5.520
1271068974.29200	pano_000005_000027	55.7166162	12.5833004	41.665	1.78785	-0.75420	124.97206	652369.996	1177202.403	5.627
1271068975.47300	pano_000005_000028	55.7166677	12.5831697	41.610	1.77087	-0.26109	123.05274	652361.713	1177208.042	5.572
1271068976.61800	pano_000005_000029	55.7167141	12.5830341	41.528	0.94170	1.27468	115.96586	652353.132	1177213.107	5.490
1271068977.76300	pano_000005_000030	55.7167485	12.5828891	41.281	1.08408	1.05239	108.06479	652343.973	1177216.823	5.242
1271068978.84800	pano_000005_000031	55.7167730	12.5827371	41.025	1.19493	1.11531	101.76104	652334.383	1177219.434	4.987
1271068979.86900	pano_000005_000032	55.7167878	12.5825809	40.753	1.21495	1.19675	95.37155	652324.550	1177220.972	4.715
1271068980.85400	pano_000005_000033	55.7167938	12.5824229	40.519	1.24300	1.32365	90.90822	652314.610	1177221.516	4.481
1271068981.81400	pano_000005_000034	55.7167934	12.5822644	40.248	1.19784	1.28005	86.82261	652304.652	1177221.355	4.209
1271068982.74900	pano_000005_000035	55.7167873	12.5821052	39.954	1.20789	1.77218	84.00791	652294.657	1177220.556	3.915
1271069323.50200	pano_000006_000000	55.7164925	12.5814461	37.558	0.80245	-4.58591	-95.91715	652253.628	1177187.238	1.519
1271069323.91500	pano_000006_000001	55.7164976	12.5815405	37.958	0.69438	-4.58921	-96.67283	652259.553	1177187.872	1.919
1271069324.59500	pano_000006_000002	55.7165075	12.5816987	38.645	1.21392	-4.28747	-96.63222	652269.480	1177189.093	2.606
1271069325.27400	pano_000006_000003	55.7165156	12.5818568	39.307	0.97613	-4.40697	-94.86535	652279.406	1177190.121	3.268
1271069325.95900	pano_000006_000004	55.7165207	12.5820165	39.966	0.28446	-3.92681	-92.56365	652289.434	1177190.804	3.927
1271069326.65900	pano_000006_000005	55.7165218	12.5821768	40.566	0.35050	-3.12959	-88.90033	652299.511	1177191.048	4.528
1271069327.37900	pano_000006_000006	55.7165158	12.5823375	41.028	-0.91123	-2.33314	-84.95463	652309.618	1177190.500	4.989
1271069328.11400	pano_000006_000007	55.7165058	12.5824966	41.301	-0.15123	-1.91562	-83.44560	652319.631	1177189.507	5.263
1271069328.86900	pano_000006_000008	55.7164932	12.5826553	41.527	0.42812	-0.81950	-80.38459	652329.622	1177188.232	5.488
1271069329.62900	pano_000006_000009	55.7164734	12.5828125	41.575	0.62125	-0.01517	-74.33507	652339.528	1177186.139	5.536
1271069330.38400	pano_000006_000010	55.7164435	12.5829644	41.470	0.52868	0.57686	-67.34464	652349.112	1177182.924	5.433
1271069331.17400	pano_000006_000011	55.7164031	12.5831092	41.359	-0.09553	1.29556	-60.62749	652358.267	1177178.539	5.321
1271069332.07900	pano_000006_000012	55.7163538	12.5832442	41.239	-0.37991	1.53622	-54.15547	652366.813	1177173.146	5.201
1271069333.27500	pano_000006_000013	55.7162968	12.5833686	41.102	-0.96064	1.39667	-49.91318	652374.710	1177166.904	5.065
1271069335.69500	pano_000006_000014	55.7162357	12.5834857	40.973	-1.52679	1.06859	-46.63151	652382.150	1177160.188	4.936
1271069347.60300	pano_000006_000015	55.7161713	12.5835973	40.833	-2.18902	1.02588	-47.29539	652389.253	1177153.097	4.795
1271069349.92300	pano_000006_000016	55.7161438	12.5837301	40.842	-2.12908	-1.27765	-103.27229	652397.633	1177150.137	4.805
1271069351.85400	pano_000006_000017	55.7161961	12.5838431	40.941	-1.71428	0.60816	-153.44874	652404.664	1177156.046	4.904
1271069415.50000	pano_000007_000000	55.7166044	12.5810889	42.350	-0.17559	-0.56815	-101.06408	652231.028	1177199.426	6.310
1271069416.13400	pano_000007_000001	55.7166095	12.5811609	42.315	-0.73663	0.30619	-94.88533	652235.548	1177200.046	6.275
1271069417.40900	pano_000007_000002	55.7166120	12.5813215	42.165	-1.05039	0.42732	-90.40233	652245.638	1177200.446	6.125
1271069418.58400	pano_000007_000003	55.7166100	12.5814817	42.004	-0.93499	0.41451	-89.26668	652255.707	1177200.348	5.965
1271069419.70900	pano_000007_000004	55.7166085	12.5816414	41.868	-0.73326	0.43764	-90.27456	652265.747	1177200.301	5.828
1271069420.78000	pano_000007_000005	55.7166072	12.5818015	41.733	-0.51578	0.29795	-88.62555	652275.813	1177200.277	5.694
1271069421.77000	pano_000007_000006	55.7166020	12.5819615	41.596	-0.75821	0.42179	-85.98575	652285.870	1177199.816	5.557
1271069422.71500	pano_000007_000007	55.7165928	12.5821212	41.465	-0.80433	0.61359	-84.02641	652295.919	1177198.911	5.426
1271069423.63500	pano_000007_000008	55.7165818	12.5822800	41.303	-0.96488	0.50026	-83.51976	652305.914	1177197.811	5.264
1271069424.55600	pano_000007_000009	55.7165704	12.5824385	41.208	-0.81246	0.20498	-83.13103	652315.894	1177196.655	5.170
1271069425.49600	pano_000007_000010	55.7165578	12.5825964	41.194	-1.18061	-0.43009	-82.43160	652325.834	1177195.374	5.156
1271069426.46600	pano_000007_000011	55.7165448	12.5827547	41.282	-0.77799	-0.55548	-82.35832	652335.797	1177194.047	5.243
1271069427.53600	pano_000007_000012	55.7165313	12.5829129	41.381	-1.31188	-0.06522	-82.12160	652345.755	1177192.667	5.343
1271069428.97200	pano_000007_000013	55.7165151	12.5830715	41.400	-0.68601	0.77334	-76.33741	652355.745	1177190.977	5.362
1271069431.86200	pano_000007_000014	55.7164798	12.5832209	41.350	-0.95127	0.27825	-59.27219	652365.184	1177187.165	5.312
1271069434.49800	pano_000007_000015	55.7164264	12.5833515	41.260	-0.88308	0.06225	-50.29935	652373.464	1177181.313	5.223
1271069436.37300	pano_000007_000016	55.7163618	12.5834651	41.157	-0.88726	0.05771	-42.02373	652380.686	1177174.211	5.119
1271069437.85900	pano_000007_000017	55.7162923	12.5835678	41.057	-0.94533	0.08621	-38.84176	652387.233	1177166.544	5.019
1271069439.10900	pano_000007_000018	55.7162196	12.5836632	40.971	-0.81576	0.16171	-35.27012	652393.326	1177158.525	4.934
1271069440.23400	pano_000007_000019	55.7161432	12.5837488	40.845	-0.33300	0.07673	-29.90801	652398.808	1177150.084	4.808
1271069441.28400	pano_000007_000020	55.7160624	12.5838215	40.733	-0.87893	-0.04370	-25.70708	652403.484	1177141.148	4.696
1271069442.26000	pano_000007_000021	55.7159790	12.5838847	40.643	-1.97151	0.34183	-22.24775	652407.572	1177131.907	4.606
1271069443.16000	pano_000007_000022	55.7158945	12.5839399	40.490	-1.37094	0.03498	-19.26619	652411.151	1177122.539	4.453
1271069444.00500	pano_000007_000023	55.7158090	12.5839898	40.435	-0.82809	-0.15377	-19.08136	652414.403	1177113.063	4.398
1271069444.81000	pano_000007_000024	55.7157237	12.5840401	40.406	-1.57813	-0.45495	-19.78247	652417.680	1177103.602	4.370
1271069445.58500	pano_000007_000025	55.7156392	12.5840946	40.401	-2.14125	-0.34345	-22.74196	652421.213	1177094.240	4.364
1271070072.50000	pano_000008_000000	55.7146645	12.5885445	40.214	0.07867	-0.31136	-73.96757	652702.190	1176989.099	4.182
1271070093.76400	pano_000008_000001	55.7146315	12.5887106	40.279	2.64378	-0.35569	-70.51964	652712.673	1176985.550	4.247
1271070099.21000	pano_000008_000002	55.7145949	12.5888573	40.272	1.71953	-1.78897	-62.72182	652721.943	1176981.584	4.240
1271070102.66100	pano_000008_000003	55.7145655	12.5890050	40.313	2.63815	0.18684	-77.17274	652731.260	1176978.431	4.281
1271070105.88700	pano_000008_000004	55.7145383	12.5891586	40.315	2.07702	-0.39611	-67.05648	652740.955	1176975.515	4.283
1271070109.79300	pano_000008_000005	55.7144989	12.5893020	40.356	0.35252	-0.92651	-65.38084	652750.019	1176971.232	4.324
1271070112.83300	pano_000008_000006	55.7144580	12.5894443	40.393	-0.09319	-0.47462	-64.21507	652759.019	1176966.792	4.362
1271070115.65400	pano_000008_000007	55.7144314	12.5895945	40.404	0.42449	1.54405	-77.82952	652768.491	1176963.943	4.373
1271070166.70100	pano_000009_000000	55.7143641	12.5896819	40.275	2.93166	-0.36053	-2.82167	652774.079	1176956.520	4.243
1271070169.11600	pano_000009_000001	55.7142745	12.5896421	40.255	3.05927	-0.52800	22.36214	652771.696	1176946.510	4.224
1271070170.80100	pano_000009_000002	55.7141915	12.5895794	40.241	3.60150	-0.41779	22.82942	652767.870	1176937.228	4.210
1271070172.26200	pano_000009_000003	55.7141093	12.5895158	40.266	2.36593	-1.00726	22.30543	652763.980	1176928.030	4.235
1271070173.52700	pano_000009_000004	55.7140260	12.5894538	40.290	3.02651	-0.74045	22.51066	652760.196	1176918.705	4.259
1271070174.62800	pano_000009_000005	55.7139429	12.5893911	40.306	3.09437	-0.54500	22.27733	652756.368	1176909.404	4.274
1271070175.63800	pano_000009_000006	55.7138598	12.5893291	40.258	2.47980	-0.47510	21.93533	652752.583	1176900.111	4.226
1271070176.59800	pano_000009_000007	55.7137767	12.5892682	40.282	2.34112	-0.32241	21.71310	652748.869	1176890.810	4.251
1271070177.52800	pano_000009_000008	55.7136933	12.5892079	40.294	2.51201	-0.08596	21.57294	652745.188	1176881.474	4.263
1271070178.43800	pano_000009_000009	55.7136099	12.5891471	40.273	1.98407	-0.46311	21.54539	652741.484	1176872.150	4.241
1271070179.33300	pano_000009_000010	55.7135266	12.5890873	40.284	2.48424	-0.35116	21.58679	652737.835	1176862.823	4.252
1271070180.22900	pano_000009_000011	55.7134432	12.5890269	40.289	2.31243	-0.64398	21.64338	652734.151	1176853.495	4.257
1271070181.10900	pano_000009_000012	55.7133597	12.5889669	40.283	2.48363	-0.55332	21.27321	652730.492	1176844.158	4.252
1271070181.97400	pano_000009_000013	55.7132762	12.5889080	40.280	2.58191	-0.45016	20.99707	652726.902	1176834.819	4.248
1271070182.83400	pano_000009_000014	55.7131925	12.5888493	40.278	2.44329	-0.49958	20.92023	652723.328	1176825.452	4.246
1271070183.68900	pano_000009_000015	55.7131083	12.5887909	40.249	3.91185	0.35204	21.23586	652719.773	1176816.028	4.217
1271070184.54000	pano_000009_000016	55.7130244	12.5887315	40.259	3.65377	-0.03925	21.44175	652716.148	1176806.645	4.227
1271070185.39500	pano_000009_000017	55.7129412	12.5886703	40.258	2.60446	-0.41219	22.08981	652712.416	1176797.341	4.226
1271070186.27000	pano_000009_000018	55.7128580	12.5886083	40.286	2.61394	-0.21708	22.22369	652708.630	1176788.031	4.254
1271070187.16500	pano_000009_000019	55.7127748	12.5885468	40.290	3.02510	-0.30095	21.98326	652704.875	1176778.714	4.258
1271070188.08500	pano_000009_000020	55.7126913	12.5884856	40.313	3.04573	0.03467	21.84601	652701.144	1176769.371	4.281
1271070189.04100	pano_000009_000021	55.7126076	12.5884249	40.322	3.01993	0.68621	21.61195	652697.440	1176760.015	4.290
1271070190.11100	pano_000009_000022	55.7125244	12.5883647	40.288	3.34715	0.18560	22.54028	652693.769	1176750.705	4.256
1271070191.56100	pano_000009_000023	55.7124429	12.5882923	40.293	1.12197	0.79183	32.45636	652689.330	1176741.577	4.260
1271070194.05700	pano_000009_000024	55.7123812	12.5881714	40.309	1.28542	0.15799	65.68311	652681.812	1176734.613	4.276
1271070197.76800	pano_000009_000025	55.7123643	12.5880140	40.262	0.63588	-1.19245	83.08326	652671.940	1176732.612	4.229
1271070199.98300	pano_000009_000026	55.7123513	12.5878570	40.340	1.15098	-0.64196	80.42781	652662.091	1176731.044	4.308
1271070201.85900	pano_000009_000027	55.7123382	12.5876992	40.367	1.47376	-0.27190	81.11898	652652.189	1176729.466	4.334
1271070203.74900	pano_000009_000028	55.7123251	12.5875417	40.383	0.84908	-0.08897	81.14095	652642.313	1176727.893	4.350
1271070206.50000	pano_000009_000029	55.7123139	12.5873835	40.392	1.27214	-1.09795	86.77683	652632.383	1176726.523	4.359
1271070209.22500	pano_000009_000030	55.7123340	12.5872223	40.488	-0.23780	-0.13539	127.52799	652622.225	1176728.644	4.455
1271070211.14100	pano_000009_000031	55.7124102	12.5871317	40.420	-1.60371	-0.18438	153.84733	652616.425	1176737.058	4.387
1271070212.61600	pano_000009_000032	55.7124910	12.5870630	40.401	-2.26870	-0.33630	152.90188	652612.000	1176745.993	4.368
1271070213.92600	pano_000009_000033	55.7125708	12.5869905	40.369	-0.87034	-0.37614	152.25832	652607.334	1176754.827	4.336
1271070354.50000	pano_000010_000000	55.7123467	12.5877229	40.370	0.16524	-0.18662	79.16782	652653.669	1176730.438	4.337
1271070354.99900	pano_000010_000001	55.7123431	12.5876879	40.369	0.76494	-0.25749	79.43681	652651.474	1176730.000	4.336
1271070357.34900	pano_000010_000002	55.7123286	12.5875301	40.384	0.15242	-0.19494	81.24028	652641.575	1176728.274	4.351
1271070360.06500	pano_000010_000003	55.7123383	12.5873676	40.410	-0.59624	-0.50133	114.74675	652631.348	1176729.225	4.377
1271070362.87000	pano_000010_000004	55.7123990	12.5872431	40.369	-0.55546	0.92016	146.76354	652623.442	1176735.887	4.335
1271070365.14600	pano_000010_000005	55.7124790	12.5871714	40.329	1.06796	-1.38837	153.72710	652618.828	1176744.738	4.296
1271070366.97100	pano_000010_000006	55.7125599	12.5871017	40.385	0.65829	-0.29177	153.16429	652614.341	1176753.697	4.352
1271070368.57200	pano_000010_000007	55.7126401	12.5870307	40.379	0.90307	-0.47329	152.24649	652609.767	1176762.567	4.346
1271070370.07700	pano_000010_000008	55.7127199	12.5869583	40.432	0.53976	-0.62828	152.08709	652605.113	1176771.403	4.398
1271070371.56700	pano_000010_000009	55.7127999	12.5868855	40.456	1.36515	-0.16317	152.70671	652600.430	1176780.256	4.423
1271070373.07300	pano_000010_000010	55.7128802	12.5868140	40.453	1.92951	-0.02814	152.53563	652595.826	1176789.134	4.419
1271070374.61300	pano_000010_000011	55.7129597	12.5867415	40.449	2.46687	-0.46456	152.02266	652591.166	1176797.933	4.415
1271070376.18900	pano_000010_000012	55.7130395	12.5866680	40.437	2.59626	-0.09270	152.48689	652586.436	1176806.762	4.403
1271070377.76900	pano_000010_000013	55.7131199	12.5865976	40.427	2.00273	-0.43456	152.79791	652581.905	1176815.660	4.393
1271070379.33500	pano_000010_000014	55.7132004	12.5865270	40.438	0.89077	0.04679	152.72462	652577.360	1176824.563	4.404
1271070380.92000	pano_000010_000015	55.7132799	12.5864546	40.417	2.29297	-0.27528	151.77144	652572.703	1176833.361	4.383
1271070382.56000	pano_000010_000016	55.7133598	12.5863817	40.442	0.84741	-0.21803	152.06279	652568.013	1176842.200	4.408
1271070384.24000	pano_000010_000017	55.7134397	12.5863095	40.432	2.02251	-0.25322	152.72853	652563.368	1176851.041	4.398
1271070385.95100	pano_000010_000018	55.7135197	12.5862378	40.415	2.05423	-0.21379	152.30913	652558.754	1176859.901	4.381
1271070387.71100	pano_000010_000019	55.7135996	12.5861662	40.423	0.78337	-0.07286	152.03876	652554.147	1176868.739	4.388
1271070389.55200	pano_000010_000020	55.7136774	12.5860899	40.386	-0.60742	-0.20964	147.04526	652549.245	1176877.339	4.352
1271070391.42200	pano_000010_000021	55.7137529	12.5860044	40.366	0.39303	-0.49444	148.34651	652543.769	1176885.680	4.331
1271070393.18200	pano_000010_000022	55.7138340	12.5859337	40.377	-0.80222	-0.12770	154.95114	652539.222	1176894.661	4.343
